@relation demonstrations4ActionPrediction

@attribute word1 NUMERIC
@attribute word2 NUMERIC
@attribute word3 NUMERIC
@attribute word4 NUMERIC
@attribute word5 NUMERIC
@attribute word6 NUMERIC
@attribute word7 NUMERIC
@attribute word8 NUMERIC
@attribute word9 NUMERIC
@attribute word10 NUMERIC
@attribute word11 NUMERIC
@attribute word12 NUMERIC
@attribute word13 NUMERIC
@attribute word14 NUMERIC
@attribute word15 NUMERIC
@attribute word16 NUMERIC
@attribute word17 NUMERIC
@attribute word18 NUMERIC
@attribute word19 NUMERIC
@attribute word20 NUMERIC
@attribute word21 NUMERIC
@attribute word22 NUMERIC
@attribute word23 NUMERIC
@attribute word24 NUMERIC
@attribute word25 NUMERIC
@attribute word26 NUMERIC
@attribute word27 NUMERIC
@attribute word28 NUMERIC
@attribute word29 NUMERIC
@attribute word30 NUMERIC
@attribute word31 NUMERIC
@attribute word32 NUMERIC
@attribute word33 NUMERIC
@attribute word34 NUMERIC
@attribute word35 NUMERIC
@attribute word36 NUMERIC
@attribute word37 NUMERIC
@attribute word38 NUMERIC
@attribute word39 NUMERIC
@attribute word40 NUMERIC
@attribute word41 NUMERIC
@attribute word42 NUMERIC
@attribute word43 NUMERIC
@attribute word44 NUMERIC
@attribute word45 NUMERIC
@attribute word46 NUMERIC
@attribute word47 NUMERIC
@attribute word48 NUMERIC
@attribute word49 NUMERIC
@attribute word50 NUMERIC
@attribute word51 NUMERIC
@attribute word52 NUMERIC
@attribute word53 NUMERIC
@attribute word54 NUMERIC
@attribute word55 NUMERIC
@attribute word56 NUMERIC
@attribute word57 NUMERIC
@attribute word58 NUMERIC
@attribute word59 NUMERIC
@attribute word60 NUMERIC
@attribute word61 NUMERIC
@attribute word62 NUMERIC
@attribute word63 NUMERIC
@attribute word64 NUMERIC
@attribute word65 NUMERIC
@attribute word66 NUMERIC
@attribute word67 NUMERIC
@attribute word68 NUMERIC
@attribute word69 NUMERIC
@attribute word70 NUMERIC
@attribute word71 NUMERIC
@attribute word72 NUMERIC
@attribute word73 NUMERIC
@attribute word74 NUMERIC
@attribute word75 NUMERIC
@attribute word76 NUMERIC
@attribute word77 NUMERIC
@attribute word78 NUMERIC
@attribute word79 NUMERIC
@attribute word80 NUMERIC
@attribute word81 NUMERIC
@attribute word82 NUMERIC
@attribute word83 NUMERIC
@attribute word84 NUMERIC
@attribute word85 NUMERIC
@attribute word86 NUMERIC
@attribute word87 NUMERIC
@attribute word88 NUMERIC
@attribute word89 NUMERIC
@attribute word90 NUMERIC
@attribute word91 NUMERIC
@attribute word92 NUMERIC
@attribute word93 NUMERIC
@attribute word94 NUMERIC
@attribute word95 NUMERIC
@attribute word96 NUMERIC
@attribute word97 NUMERIC
@attribute word98 NUMERIC
@attribute word99 NUMERIC
@attribute word100 NUMERIC
@attribute action {22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 10, 32, 11, 33, 12, 34, 13, 14, 15, 16, 17, 18, 19, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 20, 21,35}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
-0.38497,0.80092,0.064106,-0.28355,-0.026759,-0.34532,-0.64253,-0.11729,-0.33257,0.55243,-0.087813,0.9035,0.47102,0.56657,0.6985,-0.35229,-0.86542,0.90573,0.03576,-0.071705,-0.12327,0.54923,0.47005,0.35572,1.2611,-0.67581,-0.94983,0.68666,0.3871,-1.3492,0.63512,0.46416,-0.48814,0.83827,-0.9246,-0.33722,0.53741,-1.0616,-0.081403,-0.67111,0.30923,-0.3923,-0.55002,-0.68827,0.58049,-0.11626,0.013139,-0.57654,0.048833,0.67204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
0.37640887,0.2166577,0.029612727,-0.11760482,0.4038645,0.14650728,-0.37889636,-0.5282743,0.12585819,0.087547,-0.017032353,0.19460891,-0.07139,-0.22950073,0.44643453,0.333385,0.18073596,0.058285907,-0.24626818,-0.77040404,0.09917092,0.02060437,0.29209745,0.055048183,0.028246999,-1.4504374,-0.53289604,0.08521759,0.49165952,-0.25170243,3.5358179,0.23395309,-0.03439727,-0.24850728,0.30262902,-0.010151678,-0.10119545,0.16464302,0.06545792,-0.14514565,-0.07337355,0.22141047,0.3434529,0.32318455,0.28038982,0.14877129,1.4917417E-5,0.096567936,-0.022167634,0.19807339,0.290152,-0.16366,-0.018409202,-0.30471402,0.31198,-0.18190762,-0.505836,-0.22136919,-0.054553997,0.15922691,0.1286258,0.3817996,0.2491,0.07856301,0.743644,0.4666018,-0.04220552,0.38638997,0.20120318,-0.746978,0.339212,0.0098256115,-0.034730006,-0.027330797,0.332334,-1.599828,-0.58899605,0.020723993,0.75002205,-0.16849801,3.2897003,0.65054667,-0.08349801,0.14741799,0.09864781,0.26187602,0.023032004,0.502662,-0.076822,-0.385984,-0.20004687,0.055752397,0.590288,0.2093176,0.72104716,0.246034,-0.328854,0.2991701,0.041889995,0.404108,9
0.14849222,-0.199756,0.12838161,-0.233826,0.458712,-0.2038956,-0.698046,-0.0555323,-0.134438,0.0633542,0.063894,0.39588317,0.100852,0.09834201,0.90312004,0.4654778,0.031127889,0.10207198,0.09320999,-0.659966,0.216434,0.20299158,0.254182,0.06453601,0.38778,-1.948828,-0.747068,-0.048520204,0.58535004,-0.52862996,3.2492,0.4602166,-0.27716,0.0012819946,-0.056524,-0.0712572,-0.045432,-0.021056402,0.165434,-0.24302821,-0.301384,0.13763002,0.43409377,0.17733559,0.7943972,0.10186827,-0.360838,0.33421,0.0328042,0.352752,-0.075509004,0.04834999,0.093332,-0.45125663,0.49849,-0.10111696,-0.4620467,0.31355333,-0.78533334,0.08925253,-0.19510335,0.5429167,-0.6623183,-0.279372,0.98762006,0.46176,0.191697,-0.04719,-0.04959467,-0.64744,-0.52982336,0.5942766,0.6866267,0.11384001,0.83548665,-2.0372334,-0.9888,0.21058333,0.63816,-0.97362,2.8509998,0.58653665,-0.70717,-0.06367334,-0.16214,-0.50948334,0.57229334,0.25253668,0.24319433,-0.2829233,-0.0455801,0.06754433,-0.17600699,0.29064032,-0.08019934,0.20252047,-0.33876336,-0.04349333,-0.102666676,0.78365993,13
0.33332527,-0.122049995,0.26432174,-0.366145,0.15977752,-0.15395299,-0.60451,-0.028731376,-0.22477747,0.39891,-0.2793975,0.446782,-0.1709425,-0.0767375,0.91446,0.621685,0.26611626,0.09445499,0.17845249,-0.9891975,-0.10056499,0.21907501,0.15595998,0.1212415,0.3012375,-2.065825,-0.9129675,0.12119225,0.8154025,-0.73045754,3.1449249,0.5147375,-0.410505,-0.14744501,0.1606225,-0.098611474,0.151595,0.39254948,0.088205025,-0.44939274,-0.2376225,0.331235,0.34687474,0.681975,0.286344,0.03634035,-0.28904247,0.09273767,-0.086117245,0.6338175,-0.075509004,0.04834999,0.093332,-0.45125663,0.49849,-0.10111696,-0.4620467,0.31355333,-0.78533334,0.08925253,-0.19510335,0.5429167,-0.6623183,-0.279372,0.98762006,0.46176,0.191697,-0.04719,-0.04959467,-0.64744,-0.52982336,0.5942766,0.6866267,0.11384001,0.83548665,-2.0372334,-0.9888,0.21058333,0.63816,-0.97362,2.8509998,0.58653665,-0.70717,-0.06367334,-0.16214,-0.50948334,0.57229334,0.25253668,0.24319433,-0.2829233,-0.0455801,0.06754433,-0.17600699,0.29064032,-0.08019934,0.20252047,-0.33876336,-0.04349333,-0.102666676,0.78365993,24
0.48852965,0.16546583,0.047928333,-0.194098,0.46471584,-0.17895667,-0.736895,-0.23181279,-0.056796666,-0.112329006,-0.21050934,0.08776167,-0.19974166,-0.12339633,0.48356,0.45272836,0.48778903,0.07441266,-0.11813832,-0.70345,-0.18476333,0.27097785,0.32186916,0.30329102,0.19510166,-1.630095,-0.6062623,0.2852883,0.5299397,-0.729315,3.6437836,0.402395,-0.17305,-0.5396533,0.13312149,0.075192496,-0.067473345,0.15404204,0.10597784,-0.17752834,-0.27332348,0.15081084,0.22589481,0.45080116,0.08564967,0.07426066,-0.15288599,0.01797933,-0.07021601,0.20421667,0.31893334,0.43449667,-0.5977467,0.16294667,0.03122734,-0.12018567,-0.5597066,-0.28305966,0.21819092,-0.5871033,0.26163003,-0.5993633,-0.46289003,-0.21714668,-0.19693987,0.173308,0.24995667,0.07061333,-0.9252267,0.31112668,0.343513,0.038433332,-0.42272663,0.18698935,-0.34511998,-1.4291433,-0.12517996,0.0059836707,-0.52161336,0.074638,3.6019335,-0.055726662,-0.13641466,-0.67479664,-0.07274262,0.19990331,0.22439633,0.18111335,0.31522033,0.17094566,-0.07268,-0.044032067,-0.216932,-0.15762767,-0.25915802,0.38228336,-0.082551695,-0.45125332,0.171279,-0.5883867,8
0.25603852,0.18364835,-0.11845019,-0.11598834,0.225742,-0.17860132,-0.59627503,-0.049007412,-0.06826953,-0.20177831,-9.4831985E-4,-0.022606999,-0.44226834,-0.17378832,0.4065167,0.4038923,0.30748352,-0.02583167,-0.38065502,-0.29861832,-0.0037984997,0.25292,0.049075007,0.17944133,0.10520834,-1.8803549,-0.56569,0.018233335,0.08866167,-0.48720932,3.4483669,0.24699335,-0.414184,-0.4762734,-0.07428298,-0.07108434,0.19451983,0.08710634,0.3498735,-0.059414,-0.17286831,0.10408396,-0.05238283,0.22485949,0.02390199,0.19816358,-0.16706085,-0.16379666,0.007943,0.020566663,-0.075509004,0.04834999,0.093332,-0.45125663,0.49849,-0.10111696,-0.4620467,0.31355333,-0.78533334,0.08925253,-0.19510335,0.5429167,-0.6623183,-0.279372,0.98762006,0.46176,0.191697,-0.04719,-0.04959467,-0.64744,-0.52982336,0.5942766,0.6866267,0.11384001,0.83548665,-2.0372334,-0.9888,0.21058333,0.63816,-0.97362,2.8509998,0.58653665,-0.70717,-0.06367334,-0.16214,-0.50948334,0.57229334,0.25253668,0.24319433,-0.2829233,-0.0455801,0.06754433,-0.17600699,0.29064032,-0.08019934,0.20252047,-0.33876336,-0.04349333,-0.102666676,0.78365993,32
0.07848834,0.34651434,0.34821,-0.48514,0.56966335,-0.62722,-0.1543626,0.27773,-0.5113,0.19850333,-0.146271,0.7999366,-0.57070667,-0.021522665,0.92628,0.68605995,0.43761668,-0.23944001,0.12339433,-0.8290067,-0.3193099,0.44844332,0.55053335,0.44544664,0.7842,-1.9323334,-0.8982566,0.18494767,0.9177367,-1.0014033,3.0651,0.74626666,-0.76768,-0.010596673,-0.36331666,-0.32708666,0.30308,-0.266339,0.42414665,-0.34341666,-0.013046667,0.16442667,0.029613668,0.30165336,0.175171,0.1286,0.14467667,-0.39759335,0.028763339,0.56172335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
0.37119898,0.6872901,-0.1482409,0.33522898,0.48145324,-0.033782993,-0.33589858,-0.3724112,0.038960807,0.032455105,0.0679341,-0.07616499,0.024243595,-0.09697439,0.028784394,-0.052969407,0.1029188,0.2806274,-0.398632,-0.12706418,-0.21250121,-0.10055928,-0.009103405,0.39640105,-0.11704439,-1.142298,-0.48545295,0.26673698,0.1990532,-0.15289241,2.9773197,-0.40017995,-0.1900312,-0.2477715,0.26109943,-0.24122807,0.23889188,0.3038572,0.1706552,0.043392014,0.2025357,0.067115985,0.07547357,-0.0855363,-0.41566664,0.19778901,-0.1638004,-0.34429878,0.3301889,0.53064203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0.11367,-0.077073894,0.18920505,-0.225225,0.90198505,-0.0176415,-0.23291999,0.28928,-0.32555997,0.34908,-0.23274499,0.501055,-0.44774,-0.23460001,1.2367,0.81192,0.60144997,0.08335649,0.180365,-0.86001,-0.261315,0.48606497,0.37358,0.227183,0.93689996,-1.9359,-0.90172,0.343945,1.42325,-1.0235851,2.60055,0.43585002,-0.435115,-0.47316998,-0.29792,-0.182075,0.088952154,0.241315,0.135158,-0.24723999,-0.17140001,0.044889,0.15079,0.65404,-0.070335,-0.0789955,-0.15388,0.138525,-0.005789999,0.65186,0.34957,0.40147,-0.012561,0.13743,0.4008,0.46682,-0.09743,-0.0024548,-0.33564,-0.004639,-0.059101,0.27532,-0.3974,-0.29267,0.97442,0.4188,0.18395,-0.20602,-0.061437,-0.61576,-0.53471,0.41536,0.34851,-0.31878,0.27404,-1.832,-0.82363,0.48816,1.1372,-0.38025,3.8114,0.2551,-0.70637,-0.2582,0.040929,-0.097378,0.79571,-0.49484,0.1087,0.14838,-0.1839,0.13312,0.21469,0.53932,-0.19338,-0.42216,-0.61411,0.70374,0.57591,0.43506,33
